	Artery-Aorta	Artery-Tibial	Lung
ENSG00000141956.9_chr21_43140236	-0.135648806628211	-0.144134117391746	-0.131596183226705
ENSG00000141956.9_chr21_43149067	0.0074902096699819	0.0115758488288776	0.00537879313064817
ENSG00000141956.9_chr21_43153174	0.00744648867406726	0.0118797447685119	0.00770860464676331
ENSG00000141956.9_chr21_43197866	-0.00377174654595141	-0.00271390608150507	-0.00758074719860358
ENSG00000141956.9_chr21_43204147	0.137106022580415	0.136646149677184	0.136108298818513
ENSG00000141956.9_chr21_43211208	0.156517496580479	0.126031853822714	0.0591231869386358
ENSG00000141956.9_chr21_43231824	0.159616867441253	0.153203597646485	0.177374167023711
ENSG00000141956.9_chr21_43263201	-0.00856463339369905	-0.0142607783950634	-0.0177802452681333
ENSG00000141956.9_chr21_43309738	0.0245198071666555	0.0183328307799212	0.0103249457645863
ENSG00000141956.9_chr21_43322903	-0.00392657743127185	-0.00391529290210413	0.00444442903899915
ENSG00000141956.9_chr21_43328353	0.074034332771563	0.0669138862142866	0.0799509709746134
ENSG00000141956.9_chr21_43330801	-0.00646985288396256	-0.011558309025874	-0.000402832602427384
ENSG00000141956.9_chr21_43336774	-0.0022886479840414	-0.00222372776713076	-0.0030906194681479
ENSG00000141956.9_chr21_43341864	-0.0225568338006669	-0.0255051675384477	-0.029710174750506
ENSG00000141956.9_chr21_43353370	0.00501478813186195	0.0128469170855159	0.00858213754853119
ENSG00000141956.9_chr21_43375146	0.00222214555795113	0.00461045834950489	0.000644397282947822
ENSG00000141956.9_chr21_43389626	-0.00192610476730963	0.00774299483492746	-0.00285215370604403
ENSG00000141956.9_chr21_43396347	-0.0164437674017149	-0.0149758890344568	-0.0126413629255212
ENSG00000141959.12_chr21_45633135	-0.00506676085361263	-0.0120876906753152	-0.00742389687412758
ENSG00000141959.12_chr21_45640673	-0.00342124072901798	-0.00455642320537568	0.000154649403925441
ENSG00000141959.12_chr21_45642818	-0.00197926563916385	0.000111078002468599	0.0014676287381885
ENSG00000141959.12_chr21_45700161	-0.0773596156396063	-0.0518240967652675	-0.0676224838587072
ENSG00000141959.12_chr21_45719081	-0.0332525435159213	-0.0419311518509887	-0.0422719045524579
ENSG00000141959.12_chr21_45779605	-0.00325559286008865	-0.0022877355680582	-0.00412234438734608
ENSG00000142149.4_chr21_33161193	-0.00765163391467261	0.000346131894872499	0.0047491830628301
ENSG00000142149.4_chr21_33171988	-0.013523719573133	-0.0186724017085446	0.00984672781376766
ENSG00000142149.4_chr21_33172372	-0.00354654514657407	-0.00338626363450764	-0.0171920788819804
ENSG00000142149.4_chr21_33178655	-0.00842344892303638	-0.00859018671958613	-0.00750361120958738
ENSG00000142149.4_chr21_33186533	-0.0056298129137772	-0.00753818703395373	0.00928306370826197
ENSG00000142149.4_chr21_33193898	0.00616563580338672	-0.0100131036177924	0.0117598836908848
ENSG00000142149.4_chr21_33198002	0.0208350715561052	0.0217124992487111	-0.000903679421400938
ENSG00000142149.4_chr21_33207464	0.00187754869074499	-0.00413410225993643	-0.0146893893201764
ENSG00000142149.4_chr21_33210309	0.00299655576692911	-0.00555918618262196	0.00251910087433205
ENSG00000142149.4_chr21_33229862	-0.0123853051610771	-0.0138924551797892	-0.0109863674359781
ENSG00000142149.4_chr21_33237311	-0.00255321674791511	-0.00575906124575053	-0.0128021440101743
ENSG00000142149.4_chr21_33237529	-0.00513964354314179	-0.00474012053142528	0.000866827354022869
ENSG00000142149.4_chr21_33272759	-0.00635271323640295	-0.02227380998059	-0.00459217209631345
ENSG00000142149.4_chr21_33278299	-0.00727431501818256	-0.0194437638796274	-0.0218064564290205
ENSG00000142149.4_chr21_33296579	0.00480587979323561	0.00236407464158753	-0.0133712856940167
ENSG00000142149.4_chr21_33323493	-0.0144319699111358	-0.028258570970558	-0.026476290407823
ENSG00000142149.4_chr21_33324518	0.00169148816247465	-0.00427284571293947	-0.00574164338160397
ENSG00000142149.4_chr21_33330598	0.000765221234753743	-0.00246650211532356	-0.00314181592991301
ENSG00000142149.4_chr21_33341028	0.0271698250260892	0.0329081577615577	0.0217321731726536
ENSG00000142149.4_chr21_33341116	0.00370250555465345	0.00746847262328009	0.00675299567122236
ENSG00000142149.4_chr21_33345874	0.0020093967318089	0.000456062079963478	0.00307045408481813
ENSG00000142149.4_chr21_33352385	-0.00617414702115361	-0.00116980718870438	-0.00398820666598155
ENSG00000142149.4_chr21_33354151	-0.00630735664180538	-0.00311360272504829	-0.000617488070230335
ENSG00000142149.4_chr21_33362831	-0.00939226632414993	-0.00444342244153545	-0.0105888782432404
ENSG00000142149.4_chr21_33373967	0.0067492872943927	0.00811027397448419	-0.00309994772100177
ENSG00000142149.4_chr21_33380551	-0.0189266845194998	-0.0207649909317516	-0.00486649390180433
ENSG00000142149.4_chr21_33418498	0.00183718225884795	0.00535137543510793	0.00251584212296443
ENSG00000142149.4_chr21_33420429	-0.0103720429118624	-0.0106649733374754	-0.011047947176969
ENSG00000142149.4_chr21_33433214	0.0155609055911383	0.0126886550046464	0.0176466559236469
ENSG00000142149.4_chr21_33439385	0.0399244085412271	0.0348803998738631	0.0478998528418826
ENSG00000142149.4_chr21_33441864	0.00801447671123697	0.00793155754951659	0.015573670225457
ENSG00000142149.4_chr21_33461876	-0.00252167569087902	-0.00475471541475887	-0.00211075991035684
ENSG00000142149.4_chr21_33481459	-0.00672026440777745	-0.0396590131761489	-0.0156279980611555
ENSG00000142149.4_chr21_33505772	0.0067424552393795	0.00803447742754826	0.0174311328763863
ENSG00000142156.10_chr21_47339729	0.188108199074165	0.209094917326794	0.0649153091528517
ENSG00000142156.10_chr21_47400075	0.221052071437219	0.208632521622024	0.168933743322023
ENSG00000142156.10_chr21_47436409	0.329189021157851	0.293699184194459	0.128614868519988
ENSG00000142156.10_chr21_47449975	-0.00625278752360276	0.00793678918413451	0.00604895358855952
ENSG00000142156.10_chr21_47473611	-0.118600857097112	-0.109601613839384	-0.0796424375869988
ENSG00000142156.10_chr21_47499809	-0.000277766447077972	-0.0014820532841765	-0.00531790745178638
ENSG00000142166.8_chr21_34601289	-0.00229561263559944	0.00031709358499115	0.000151691240967331
ENSG00000142166.8_chr21_34603311	0.0146227032111384	0.00511409054226373	0.0217360898732297
ENSG00000142166.8_chr21_34609384	-0.000199677704553371	0.00173263824751712	-0.00276802808272673
ENSG00000142166.8_chr21_34609672	-0.0159111059241272	-0.00550977259498368	-0.0116833738370464
ENSG00000142166.8_chr21_34624387	0.00496132611599972	0.00700809171613205	0.00395044578041608
ENSG00000142166.8_chr21_34655335	-0.00248847861336235	-0.000520798255241099	0.00281904583195611
ENSG00000142166.8_chr21_34660687	0.0151874571465435	0.00864134830558533	0.00572393637449917
ENSG00000142166.8_chr21_34691518	0.145687071691959	0.148215401975171	0.132483919373798
ENSG00000142166.8_chr21_34699091	0.244326905109314	0.190177065421224	0.209946011235784
ENSG00000142166.8_chr21_34709934	0.00847683562374159	0.0565899022268096	-0.0065552991456636
ENSG00000142166.8_chr21_34716468	-0.0155584151413502	-0.0146166868183292	-0.0180400670798089
ENSG00000142166.8_chr21_34736136	-0.0809076153320864	-0.0753230945143167	-0.0552316890807824
ENSG00000142166.8_chr21_34740563	0.134893366664794	0.111080157449585	0.187959398831349
ENSG00000142166.8_chr21_34764162	0.0242036937664665	0.0271182894034357	0.0263354830407439
ENSG00000142166.8_chr21_34767684	0.0317939235565596	0.0256346584808346	0.000735627045823197
ENSG00000142166.8_chr21_34770958	-0.000728091640544487	-0.00237842621792518	0.00104782229612004
ENSG00000142166.8_chr21_34791767	-0.0321410006292907	-0.034060299642356	-0.0238369363513022
ENSG00000142166.8_chr21_34802445	0.00246065335953393	-0.00243642876021455	-0.0110615245396034
ENSG00000142166.8_chr21_34809027	0.0145283856714649	0.0123343007478344	0.00418640060764308
ENSG00000142166.8_chr21_34811039	0.0413833624976908	0.0372070549918182	0.0406703482426761
ENSG00000142166.8_chr21_34814319	-0.0389104738648845	-0.0290644968792168	-0.0373016404660039
ENSG00000142166.8_chr21_34819989	-0.0298200073009251	-0.0172341836543701	-0.0208793206748034
ENSG00000142168.10_chr21_32941393	0.00089844299257082	-0.000128520508479754	0.00451618834138661
ENSG00000142168.10_chr21_32959592	0.00291117657889327	0.0049458586134177	0.00234327589923455
ENSG00000142168.10_chr21_32962333	-0.00281173338656344	-0.00256109339340203	-0.00430956378020671
ENSG00000142168.10_chr21_32963567	-0.00074765537288267	-0.00301349417771086	0.000601239469040496
ENSG00000142168.10_chr21_32964604	-0.005142547118158	-0.00189141783721328	-0.0110601550920989
ENSG00000142168.10_chr21_32967793	-0.00469607949122595	-0.00565257693923571	-0.00463284344336914
ENSG00000142168.10_chr21_32971075	-0.000987028604215339	0.00310079289912925	-0.00219096658270598
ENSG00000142168.10_chr21_32975906	-0.00130825736168967	-0.000446539169883535	-0.000935973931556318
ENSG00000142168.10_chr21_32980445	0.00250986645893722	-0.00480392167520087	0.00163275689952808
ENSG00000142168.10_chr21_32982890	0.00104417490115655	0.0013158527964113	-0.0015970974236339
ENSG00000142168.10_chr21_32989170	-0.000886065891482305	-0.0106985412976306	0.00232320305057809
ENSG00000142168.10_chr21_33009547	-0.00833693920905489	-0.0111583784225243	-0.00750559177889845
ENSG00000142168.10_chr21_33013422	0.00664328483729236	0.00856989606890704	0.00379678923240459
ENSG00000142168.10_chr21_33056023	-0.00705406243099559	-0.00802966088904244	-0.00810086306037237
ENSG00000142168.10_chr21_33072485	-0.00490052975080329	-0.0033408894340747	-0.00608935275521626
ENSG00000142168.10_chr21_33095924	-0.00577263074371216	-0.000620335702413192	-0.00870842635258336
ENSG00000142173.10_chr21_47436409	0.127016537756813	0.115838146353192	0.00177113773433769
ENSG00000142173.10_chr21_47449975	-0.00954468107125861	0.0176242792303913	0.0162982824849564
ENSG00000142173.10_chr21_47473611	-0.00395761518134857	-0.00529053647512496	-0.000255061271665347
ENSG00000142173.10_chr21_47499809	-0.00403418123277288	-0.00691708044722789	-0.0114403286665219
ENSG00000142173.10_chr21_47536831	0.00317503382784495	-0.00503431534492678	0.000378480392134038
ENSG00000142173.10_chr21_47543514	-0.00852826399147623	-0.0127535703887194	-0.0142606900614184
ENSG00000142173.10_chr21_47543592	-0.00903337749632258	-0.0174246351403501	-0.0270360405596467
ENSG00000142173.10_chr21_47544452	0.000271687391672029	0.00281604703171138	0.00717250741853891
ENSG00000142173.10_chr21_47561631	-0.050441489613739	-0.0497794353377536	-0.0281838713892716
ENSG00000142173.10_chr21_47586281	-0.00323294784375041	0.00320373783575605	0.00657799744937569
ENSG00000142173.10_chr21_47606512	-0.00341665738904491	-0.0018504911923815	-0.00672307846537462
ENSG00000142173.10_chr21_47615478	-0.00468379845690298	-0.00327400839861287	-0.00625877586291959
ENSG00000142173.10_chr21_47624300	0.00814656790564156	-0.0123878158645486	-0.0324629996880016
ENSG00000142173.10_chr21_47652662	-0.0172281111973325	-0.021948683903056	-0.0468274712170249
ENSG00000142178.7_chr21_44747460	0.00121721260885783	0.00518671297308242	0.00510908523086285
ENSG00000142178.7_chr21_44747767	0.00281336867219182	0.0138403106303643	0.00173937720099503
ENSG00000142178.7_chr21_44754764	-0.00350215730287288	-0.0139673137725623	-0.00331980552277714
ENSG00000142178.7_chr21_44779527	-0.00251294523190798	-0.00926842804361548	-0.00730659162081599
ENSG00000142178.7_chr21_44780395	0.00599300157266092	0.00708343630573507	0.00386444885731565
ENSG00000142178.7_chr21_44788515	0.00202942939694733	0.0051552514006546	-0.000468937697185035
ENSG00000142178.7_chr21_44788984	0.000231479159425664	0.000207335563908442	-0.00111132021410274
ENSG00000142178.7_chr21_44800286	-0.000228663561367731	0.000961875534228312	-0.00277887599399325
ENSG00000142178.7_chr21_44805751	0.00983860413703247	0.00988859778151965	0.00749112184114487
ENSG00000142178.7_chr21_44836219	-0.0014174915100418	-0.00361996270253564	-0.00797689047959103
ENSG00000142178.7_chr21_44861817	-0.000169978656699309	-0.0048979328863617	-9.57212572673261e-05
ENSG00000142178.7_chr21_44895065	-0.00202204113665444	0.000236277044917566	-0.000902935519640993
ENSG00000142178.7_chr21_44895740	-0.00265091369738695	0.00254178519833715	0.00486208826878857
ENSG00000142178.7_chr21_44915898	0.0119603101899972	0.00388154756917772	0.00419405794832068
ENSG00000142185.12_chr21_45700161	-0.00643069976423741	-0.000387326670845677	-0.00338182049898606
ENSG00000142185.12_chr21_45719081	-6.36484295054145e-05	-0.00228706714570483	-0.00292943905073694
ENSG00000142185.12_chr21_45779605	0.0113927599019626	0.0125055229720636	0.0491956828750315
ENSG00000142185.12_chr21_45888249	-0.00686134042622269	-0.00837829412504147	-0.0120310925169679
ENSG00000142188.12_chr21_34709934	0.0132516896400287	0.00658630666594174	0.0109825917518655
ENSG00000142188.12_chr21_34716468	0.0426056520080016	0.037591232441785	0.0463363302782922
ENSG00000142188.12_chr21_34736136	-0.0060917229751122	-0.00519780984560915	-0.00235359206273488
ENSG00000142188.12_chr21_34740563	-0.0179486091765525	-0.0240188490456981	-0.0320502520229846
ENSG00000142188.12_chr21_34764162	0.228341628891586	0.216362618352316	0.173930206070174
ENSG00000142188.12_chr21_34767684	0.00193545047649904	0.00103937898976983	0.00386079760632317
ENSG00000142188.12_chr21_34770958	0.103724709251045	0.135942963779226	0.0795645311179183
ENSG00000142188.12_chr21_34791767	0.0202195207109519	0.0194373856767517	0.0276507296505546
ENSG00000142188.12_chr21_34802445	-0.206855528419612	-0.204029563697884	-0.191033356265185
ENSG00000142188.12_chr21_34809027	-0.160678708119669	-0.15886160677007	-0.154687179291813
ENSG00000142188.12_chr21_34811039	-0.550396130692846	-0.549515095813142	-0.543627718115442
ENSG00000142188.12_chr21_34814319	0.583214759132028	0.581917224640483	0.572585814994885
ENSG00000142188.12_chr21_34819989	0.404169469460791	0.40467549456195	0.405152399770378
ENSG00000142188.12_chr21_34839088	0.575779125060843	0.575025179698782	0.567185224240981
ENSG00000142188.12_chr21_34868768	-0.291120545837541	-0.289339079378162	-0.278344258883965
ENSG00000142188.12_chr21_34885391	0.291125354931951	0.287179947491761	0.257446323629706
ENSG00000142192.16_chr21_27157013	-0.00200419381781368	0.00140427224384006	-0.000707826726742538
ENSG00000142192.16_chr21_27173180	-0.00339466208029736	0.00705608981393331	-0.00877281987549857
ENSG00000142192.16_chr21_27182186	0.00372959109099565	0.0033101576595536	0.00344512613170433
ENSG00000142192.16_chr21_27188893	0.00288905113765592	-0.00345222180758806	-0.00495730593114669
ENSG00000142192.16_chr21_27191936	0.00252750684112612	0.0061289147891171	-0.00305483366022939
ENSG00000142192.16_chr21_27198057	0.00797332021767678	0.00537588602660243	0.00637159653836772
ENSG00000142192.16_chr21_27202449	-0.00488929418533684	-0.00345101353393474	-0.0046044227452616
ENSG00000142192.16_chr21_27249919	0.000348938980092713	-0.0043247465532734	2.17050475695799e-05
ENSG00000142192.16_chr21_27265262	-0.0293259881983237	-0.0320446450742257	-0.0364432155522835
ENSG00000142192.16_chr21_27268726	0.000735900276969129	0.00160978785756244	0.00193724620256013
ENSG00000142192.16_chr21_27273711	0.000101900814934337	-0.00135096811579579	0.000474549418334908
ENSG00000142192.16_chr21_27300655	0.00277259323742716	-0.00158618645573028	-0.00167892892593844
ENSG00000142192.16_chr21_27318982	0.00228739219268688	0.00252145534229299	0.00042520542943006
ENSG00000142192.16_chr21_27325058	-0.00184894718674657	-0.000703930077279192	-0.00312766469033658
ENSG00000142192.16_chr21_27334219	0.00920706554794187	-0.00969454019883983	0.00618313484739762
ENSG00000142192.16_chr21_27352974	-0.00266215125125185	-0.00289216246168919	0.000529860968900198
ENSG00000142192.16_chr21_27385291	-0.00791315938001664	-0.0096247501786343	0.0083518755159802
ENSG00000142192.16_chr21_27409281	0.0249791617829992	0.0320581882267467	0.0179944747327638
ENSG00000142192.16_chr21_27413077	0.0024242281019652	0.00130814915275847	-0.00294727258253432
ENSG00000142192.16_chr21_27415232	0.0125850274401183	0.0116158845636846	0.00553245447918087
ENSG00000142192.16_chr21_27429783	-0.00854932819429188	-0.00605175263038991	-0.00953113731621245
ENSG00000142192.16_chr21_27434978	0.0045448880660464	0.0108564624387555	-0.00426007004461257
ENSG00000142192.16_chr21_27447067	-0.0031485154439065	-0.0152997453050097	-0.00288999439105362
ENSG00000142192.16_chr21_27454547	0.000393034201790988	0.00250599622549608	0.00210778685752984
ENSG00000142192.16_chr21_27491202	-0.00786710335939321	-0.00895008687000734	0.0496855183519095
ENSG00000142192.16_chr21_27492003	-0.00246601911232129	-0.00273614344785425	-0.0409390285412632
ENSG00000142192.16_chr21_27499517	0.000674641946962916	-0.000317840725845757	-0.0204903163327177
ENSG00000142192.16_chr21_27511013	0.00172184713723787	0.00576095365924505	-0.00113607971340294
ENSG00000142192.16_chr21_27512198	0.00293912460129274	0.00096150264172024	0.000780171398623945
ENSG00000142192.16_chr21_27522921	-0.00213222011647551	-0.00876047512652214	0.0125394379199103
ENSG00000142192.16_chr21_27525774	0.0018044646503937	-0.00135635541033649	0.00395434007694121
ENSG00000142192.16_chr21_27535228	-0.00375877226028637	-0.00275767948372141	0.000773647957690076
ENSG00000142192.16_chr21_27545115	-0.00177017083644371	-0.00424237836102726	-0.000945281329182105
ENSG00000142192.16_chr21_27547040	0.00201604330830183	0.00337294935298162	0.00255068980448451
ENSG00000142192.16_chr21_27565267	0.0111507219560312	0.0106441997729959	0.0235977602903672
ENSG00000142192.16_chr21_27570785	0.0024863623189384	0.00169330479970063	-0.000516553304945724
ENSG00000142192.16_chr21_27581534	0.00224066760487907	0.00134784833625359	0.00105803388472139
ENSG00000142192.16_chr21_27619672	0.0432062359678972	0.0440225428894434	0.0549832534919969
ENSG00000142192.16_chr21_27631281	-0.00549805437198973	-0.00414763060153388	-0.00355795672539076
ENSG00000142192.16_chr21_27633864	0.00265063331270282	-0.00259287947187325	0.00601572000267131
ENSG00000142192.16_chr21_27637024	-0.000626865819882239	0.00388319206883757	-0.00419202890653897
ENSG00000142192.16_chr21_27643263	0.0656266778421882	0.0766132026274363	0.0655600756105208
ENSG00000142197.8_chr21_37435109	0.0625869046375058	-0.0095215417498044	0.0119424563648429
ENSG00000142197.8_chr21_37435745	0.00528603160658975	0.00270544348528834	-0.00462834100497792
ENSG00000142197.8_chr21_37446628	0.00269898043627368	0.0113903394756133	0.00133464399600537
ENSG00000142197.8_chr21_37449044	0.0254294392432772	0.00152716162035175	0.0178977806729341
ENSG00000142197.8_chr21_37488440	0.0118837960909949	0.00765819610597535	0.0132478066337826
ENSG00000142197.8_chr21_37497159	0.201158766447987	0.199148938815901	0.179269845331462
ENSG00000142197.8_chr21_37504210	0.224261219978685	0.22295810743743	0.209238233132344
ENSG00000142197.8_chr21_37509765	-0.100857350061822	-0.0992915642043432	-0.0950140103795936
ENSG00000142197.8_chr21_37510402	0.0586019194346547	0.0466355606291303	0.0565134857964758
ENSG00000142197.8_chr21_37532430	-0.0432553021190113	-0.0510102682537187	-0.0313113854520789
ENSG00000142197.8_chr21_37538735	0.00349983959406891	0.00426027860196354	0.0018083119607643
ENSG00000142197.8_chr21_37548386	0.137094742743331	0.145379922457962	0.117311532373476
ENSG00000142197.8_chr21_37552877	-0.000766666218252971	-0.00507163512838449	-0.00311700431493853
ENSG00000142197.8_chr21_37558503	0.0809863612667378	0.0747065842912522	0.0303239351976808
ENSG00000142197.8_chr21_37562698	0.0571570740517494	0.0568076540182125	0.00297151172332871
ENSG00000142197.8_chr21_37570729	0.00154405479431966	0.00554537785468709	-0.000248364614288345
ENSG00000142197.8_chr21_37574129	-7.44402584533989e-06	0.00492980371921592	0.000760872872434549
ENSG00000142197.8_chr21_37578309	-0.00743459873711119	-0.00427358253061799	-0.00790159775943913
ENSG00000142197.8_chr21_37614450	0.0280471302615533	0.0302810218721392	0.0439184452448933
ENSG00000142197.8_chr21_37619142	0.0505529783299324	0.0440860587691903	0.067030672315589
ENSG00000142197.8_chr21_37619932	0.140501616026113	0.135418933660536	0.136623064050914
ENSG00000142197.8_chr21_37624474	0.00490196393914068	-0.000529580369950346	0.00855713108060381
ENSG00000142197.8_chr21_37629063	0.0540269257248355	0.0490251993761624	0.0492533898937597
ENSG00000142197.8_chr21_37635199	0.00910582183626035	0.0139692335842616	0.00668049113615153
ENSG00000142197.8_chr21_37637695	-0.0114056375224868	-0.00524454108511031	-0.00710453297344734
ENSG00000142197.8_chr21_37645708	0.0266987469633951	0.0337808063112457	0.0281763079564393
ENSG00000142197.8_chr21_37658938	-0.00216934227595607	0.000728900418857063	0.00259397530665039
